Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,78.04,54.12,23.92,0,71.26,379.69,859.89
2,99.38,78.68,20.71,0,93.85,365.3,543.46
3,79.55,59.25,20.29,0,79.35,405.84,784.98
4,75.36,54.54,20.82,0,69.48,399.42,703.91
5,76.89,54.9,21.99,0,73.36,493.22,806.79
6,72.88,49.84,23.04,0,60.97,422.03,920.92
7,103.92,82.93,20.99,0,100.92,389.31,480.43
8,131.25,111.92,19.33,0,129.74,416.01,334.77
9,120.55,100.11,20.44,0,123.73,423.85,330.93
10,159.54,142.2,17.34,0,163.21,457.09,152.15
11,129.39,110.35,19.04,0,121.77,450.57,362.83
12,133.1,115.12,17.98,0,136.13,463.14,323.79
Total,1259.85,1013.96,245.89,0,1223.77,5065.47,6604.85
