Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,73.78,37.86,35.92,0,35.43,379.69,859.89
2,122.39,91.24,31.15,0,85.1,365.3,543.46
3,83.45,56.55,26.91,0,62.99,405.84,784.98
4,89.9,57.82,32.08,0,60.12,399.42,703.91
5,69.08,36.51,32.57,0,42.89,493.22,806.79
6,77.44,43.46,33.98,0,41.12,422.03,920.92
7,115.09,83.7,31.4,0,85.84,389.31,480.43
8,145.27,118.56,26.72,0,118.73,416.01,334.77
9,147.62,122.14,25.48,0,121.83,423.85,330.93
10,187.92,168.08,19.85,0,161.0,457.09,152.15
11,128.19,105.13,23.07,0,107.3,450.57,362.83
12,159.23,134.11,25.12,0,128.44,463.14,323.79
Total,1399.36,1055.16,344.25,0,1050.79,5065.47,6604.85
