Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,35.92,15.87,20.05,0,24.93,379.69,859.89
2,56.05,34.07,21.98,0,47.26,365.3,543.46
3,44.25,27.21,17.03,0,43.1,405.84,784.98
4,46.25,24.28,21.98,0,37.93,399.42,703.91
5,41.13,21.26,19.87,0,35.25,493.22,806.79
6,38.0,17.71,20.3,0,26.69,422.03,920.92
7,48.7,28.46,20.25,0,38.67,389.31,480.43
8,75.05,54.72,20.33,0,74.99,416.01,334.77
9,79.73,60.15,19.58,0,78.79,423.85,330.93
10,111.21,94.04,17.16,0,120.03,457.09,152.15
11,86.39,65.95,20.44,0,82.08,450.57,362.83
12,93.36,74.5,18.85,0,92.97,463.14,323.79
Total,756.04,518.22,237.82,0,702.69,5065.47,6604.85
