Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,63.97,29.09,34.88,0,32.01,379.69,859.89
2,86.14,61.3,24.83,0,63.48,365.3,543.46
3,71.87,46.07,25.8,0,55.17,405.84,784.98
4,86.87,54.74,32.13,0,58.84,399.42,703.91
5,89.26,55.16,34.09,0,64.01,493.22,806.79
6,55.57,25.38,30.19,0,30.11,422.03,920.92
7,96.74,68.18,28.57,0,72.82,389.31,480.43
8,117.08,93.38,23.7,0,103.01,416.01,334.77
9,115.09,92.69,22.39,0,104.6,423.85,330.93
10,157.85,138.81,19.05,0,154.11,457.09,152.15
11,133.15,107.18,25.96,0,119.86,450.57,362.83
12,135.07,111.23,23.84,0,126.83,463.14,323.79
Total,1208.66,883.21,325.43,0,984.85,5065.47,6604.85
