Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,79.94,39.15,40.78,0,54.39,379.69,859.89
2,126.65,85.61,41.04,0,115.03,365.3,543.46
3,90.89,54.01,36.88,0,88.34,405.84,784.98
4,103.28,61.86,41.42,0,84.97,399.42,703.91
5,86.01,49.42,36.59,0,85.73,493.22,806.79
6,84.64,42.51,42.13,0,65.96,422.03,920.92
7,113.3,73.62,39.69,0,115.08,389.31,480.43
8,149.49,110.62,38.87,0,162.99,416.01,334.77
9,160.33,123.82,36.51,0,164.72,423.85,330.93
10,187.87,152.03,35.84,0,198.06,457.09,152.15
11,161.67,123.83,37.83,0,158.73,450.57,362.83
12,158.75,121.36,37.4,0,176.44,463.14,323.79
Total,1502.82,1037.84,464.98,0,1470.44,5065.47,6604.85
