Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,44.21,19.66,24.55,0,19.64,379.69,859.89
2,68.41,47.03,21.38,0,48.36,365.3,543.46
3,58.11,39.43,18.68,0,40.11,405.84,784.98
4,56.19,32.0,24.18,0,32.82,399.42,703.91
5,47.71,23.43,24.29,0,25.54,493.22,806.79
6,45.91,20.78,25.12,0,21.1,422.03,920.92
7,54.27,32.68,21.58,0,34.05,389.31,480.43
8,92.49,74.62,17.88,0,71.02,416.01,334.77
9,92.87,74.79,18.08,0,78.06,423.85,330.93
10,127.77,116.65,11.12,0,112.61,457.09,152.15
11,104.96,86.24,18.72,0,83.86,450.57,362.83
12,116.31,98.2,18.12,0,98.45,463.14,323.79
Total,909.21,665.51,243.7,0,665.62,5065.47,6604.85
