Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,134.87,89.66,45.21,0,84.38,379.69,859.89
2,157.84,121.32,36.52,0,111.68,365.3,543.46
3,155.45,115.44,40.0,0,115.18,405.84,784.98
4,143.12,102.77,40.35,0,100.61,399.42,703.91
5,108.27,69.53,38.74,0,80.92,493.22,806.79
6,89.1,46.98,42.12,0,51.3,422.03,920.92
7,135.79,102.68,33.11,0,96.64,389.31,480.43
8,189.29,157.15,32.14,0,148.52,416.01,334.77
9,185.72,155.59,30.13,0,151.22,423.85,330.93
10,242.34,214.64,27.7,0,200.88,457.09,152.15
11,178.09,145.61,32.48,0,156.0,450.57,362.83
12,200.76,169.65,31.11,0,164.47,463.14,323.79
Total,1920.64,1491.02,429.61,0,1461.8,5065.47,6604.85
