Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,51.16,20.06,31.1,0,22.36,379.69,859.89
2,87.25,60.33,26.92,0,64.59,365.3,543.46
3,71.94,45.45,26.49,0,54.33,405.84,784.98
4,79.31,48.03,31.28,0,51.51,399.42,703.91
5,59.87,31.69,28.18,0,39.26,493.22,806.79
6,65.79,33.26,32.53,0,37.09,422.03,920.92
7,98.37,69.75,28.62,0,77.14,389.31,480.43
8,125.76,101.01,24.75,0,113.78,416.01,334.77
9,116.77,94.26,22.52,0,106.75,423.85,330.93
10,162.14,141.48,20.66,0,160.8,457.09,152.15
11,130.97,105.54,25.43,0,115.57,450.57,362.83
12,139.56,113.88,25.68,0,129.15,463.14,323.79
Total,1188.89,864.74,324.16,0,972.33,5065.47,6604.85
