Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,167.57,150.39,17.18,0,170.5,495.54,111.2
2,146.29,124.81,21.48,0,142.14,485.47,270.12
3,139.07,117.38,21.7,0,131.46,442.95,282.98
4,76.58,50.93,25.65,0,59.5,398.37,582.2
5,114.62,93.72,20.9,0,102.7,377.75,290.75
6,90.32,66.44,23.88,0,77.66,328.19,448.16
7,87.4,64.31,23.09,0,71.24,273.47,355.35
8,70.96,46.58,24.38,0,53.1,323.86,506.06
9,98.08,70.8,27.28,0,74.42,316.04,503.55
10,91.48,67.96,23.52,0,79.26,340.19,367.2
11,115.39,95.77,19.62,0,109.55,340.81,215.07
12,134.31,116.94,17.37,0,132.37,427.73,187.39
Total,1332.07,1066.03,266.05,0,1203.9,4550.37,4120.03
