Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,205.73,172.42,33.31,1,218.76,495.54,111.2
2,164.53,130.51,34.03,0,183.68,485.47,270.12
3,157.14,123.74,33.4,0,169.9,442.95,282.98
4,102.59,65.45,37.14,0,102.0,398.37,582.2
5,138.95,105.86,33.09,0,141.38,377.75,290.75
6,118.25,80.52,37.72,0,129.24,328.19,448.16
7,119.1,82.89,36.22,0,122.57,273.47,355.35
8,111.92,73.52,38.4,0,114.27,323.86,506.06
9,115.1,76.31,38.79,0,111.33,316.04,503.55
10,114.96,81.4,33.56,0,121.9,340.19,367.2
11,138.14,104.49,33.65,0,156.41,340.81,215.07
12,167.04,133.26,33.78,0,188.8,427.73,187.39
Total,1653.45,1230.37,423.09,1,1760.24,4550.37,4120.03
