Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,177.22,158.63,18.59,0,171.56,495.54,111.2
2,147.13,125.61,21.53,0,144.98,485.47,270.12
3,139.15,116.26,22.89,0,130.65,442.95,282.98
4,78.34,49.59,28.75,0,60.79,398.37,582.2
5,124.75,101.95,22.79,0,107.43,377.75,290.75
6,101.92,76.34,25.58,0,89.06,328.19,448.16
7,106.83,79.84,26.99,0,87.24,273.47,355.35
8,92.4,65.22,27.18,0,73.47,323.86,506.06
9,91.99,65.74,26.25,0,70.32,316.04,503.55
10,96.49,72.82,23.67,0,83.23,340.19,367.2
11,123.09,102.34,20.75,0,112.89,340.81,215.07
12,150.22,129.59,20.63,0,145.8,427.73,187.39
Total,1429.53,1143.93,285.6,0,1277.42,4550.37,4120.03
