Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,183.12,164.21,18.91,0,185.2,495.54,111.2
2,137.13,119.53,17.59,0,138.89,485.47,270.12
3,123.03,104.61,18.42,0,131.42,442.95,282.98
4,82.64,61.94,20.7,0,80.62,398.37,582.2
5,105.6,87.28,18.32,0,109.35,377.75,290.75
6,86.23,67.9,18.33,0,89.71,328.19,448.16
7,91.35,71.53,19.81,0,86.85,273.47,355.35
8,84.41,62.66,21.75,0,84.25,323.86,506.06
9,87.07,67.49,19.57,0,80.62,316.04,503.55
10,94.47,76.48,17.98,0,95.35,340.19,367.2
11,109.49,91.16,18.33,0,117.78,340.81,215.07
12,146.38,126.2,20.17,0,158.06,427.73,187.39
Total,1330.92,1100.99,229.88,0,1358.1,4550.37,4120.03
