Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,261.49,235.45,26.04,0,209.53,495.54,111.2
2,209.19,180.17,29.02,0,187.88,485.47,270.12
3,199.64,169.16,30.48,0,179.04,442.95,282.98
4,130.0,92.23,37.77,0,107.31,398.37,582.2
5,190.14,156.86,33.28,0,160.83,377.75,290.75
6,127.31,97.42,29.9,0,104.98,328.19,448.16
7,150.16,116.88,33.28,0,120.83,273.47,355.35
8,115.45,82.14,33.3,0,89.72,323.86,506.06
9,162.18,124.96,37.22,0,111.5,316.04,503.55
10,159.04,126.61,32.44,0,131.5,340.19,367.2
11,206.7,177.03,29.66,0,164.71,340.81,215.07
12,190.72,166.99,23.73,0,169.33,427.73,187.39
Total,2102.02,1725.9,376.12,0,1737.16,4550.37,4120.03
