Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,159.81,147.03,12.78,0,144.82,495.54,111.2
2,105.48,92.06,13.42,0,101.23,485.47,270.12
3,103.74,88.15,15.59,0,93.43,442.95,282.98
4,59.17,38.24,20.93,0,42.66,398.37,582.2
5,86.83,70.83,16.0,0,74.53,377.75,290.75
6,55.57,40.16,15.42,0,47.68,328.19,448.16
7,41.36,25.23,16.13,0,28.29,273.47,355.35
8,54.39,33.91,20.47,0,36.94,323.86,506.06
9,55.88,37.55,18.33,0,36.93,316.04,503.55
10,55.01,38.34,16.67,0,42.2,340.19,367.2
11,86.33,73.0,13.33,0,72.2,340.81,215.07
12,111.29,98.51,12.78,0,104.13,427.73,187.39
Total,974.86,783.01,191.85,0,825.04,4550.37,4120.03
