Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,126.98,89.37,37.62,0,132.42,232.34,270.55
2,92.62,57.25,35.37,0,87.6,228.76,481.26
3,93.88,60.89,32.99,0,90.31,209.21,346.03
4,72.4,40.07,32.33,0,61.83,213.75,501.91
5,99.0,61.28,37.72,0,88.4,232.91,489.26
6,92.46,57.37,35.1,0,97.56,219.5,387.6
7,129.62,93.08,36.54,0,141.88,243.45,216.26
8,133.06,99.83,33.23,1,150.04,260.34,183.51
9,139.04,106.15,32.89,0,163.61,275.82,122.73
10,133.63,101.22,32.42,0,160.27,280.16,162.05
11,139.3,103.41,35.88,0,152.68,276.2,227.09
12,131.38,98.44,32.94,0,153.06,279.07,186.37
Total,1383.37,968.36,415.03,1,1479.66,2951.51,3574.62
