Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,137.8,120.85,16.95,0,114.47,232.34,270.55
2,105.7,92.85,12.85,0,97.1,228.76,481.26
3,132.35,115.44,16.91,0,114.36,209.21,346.03
4,123.57,108.94,14.63,0,101.58,213.75,501.91
5,116.36,100.77,15.59,0,108.78,232.91,489.26
6,134.06,117.22,16.84,0,115.44,219.5,387.6
7,145.52,130.92,14.6,0,120.0,243.45,216.26
8,168.59,150.65,17.94,0,144.71,260.34,183.51
9,161.14,144.8,16.34,0,140.65,275.82,122.73
10,158.97,143.27,15.7,0,138.62,280.16,162.05
11,159.38,143.49,15.89,0,133.24,276.2,227.09
12,171.98,153.61,18.37,0,150.09,279.07,186.37
Total,1715.42,1522.81,192.61,0,1479.04,2951.51,3574.62
