Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,99.22,77.08,22.14,0,84.28,232.34,270.55
2,61.18,38.32,22.86,0,43.72,228.76,481.26
3,77.42,53.54,23.88,1,59.11,209.21,346.03
4,56.8,32.04,24.76,0,37.05,213.75,501.91
5,71.16,44.0,27.16,0,45.85,232.91,489.26
6,61.89,40.61,21.27,0,47.95,219.5,387.6
7,99.07,78.47,20.6,0,87.35,243.45,216.26
8,104.58,86.05,18.53,0,97.75,260.34,183.51
9,128.71,109.19,19.52,0,121.53,275.82,122.73
10,132.08,110.72,21.35,0,126.43,280.16,162.05
11,108.54,87.67,20.87,0,99.48,276.2,227.09
12,114.62,94.61,20.01,0,105.05,279.07,186.37
Total,1115.27,852.3,262.95,1,955.55,2951.51,3574.62
