Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,55.35,39.93,15.41,0,37.94,232.34,270.55
2,40.97,26.02,14.94,0,26.17,228.76,481.26
3,36.28,19.29,16.98,0,19.59,209.21,346.03
4,30.31,12.75,17.56,0,14.46,213.75,501.91
5,38.41,16.73,21.68,0,18.75,232.91,489.26
6,44.36,25.08,19.28,0,27.23,219.5,387.6
7,65.56,51.97,13.59,0,50.37,243.45,216.26
8,80.04,66.83,13.21,0,64.57,260.34,183.51
9,98.53,86.96,11.58,0,83.59,275.82,122.73
10,92.14,79.18,12.96,0,77.38,280.16,162.05
11,62.87,50.32,12.55,0,53.5,276.2,227.09
12,82.35,68.69,13.65,0,67.04,279.07,186.37
Total,727.17,543.75,183.39,0,540.59,2951.51,3574.62
