Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,172.82,139.05,33.78,0,131.47,232.34,270.55
2,129.28,93.26,36.02,0,97.87,228.76,481.26
3,135.42,101.74,33.68,0,105.08,209.21,346.03
4,92.59,60.72,31.87,0,68.06,213.75,501.91
5,117.48,80.4,37.08,0,82.19,232.91,489.26
6,118.67,85.29,33.38,0,85.78,219.5,387.6
7,152.33,126.14,26.19,0,118.97,243.45,216.26
8,179.75,149.95,29.8,0,152.7,260.34,183.51
9,189.17,163.06,26.11,0,161.18,275.82,122.73
10,181.06,154.12,26.94,0,157.07,280.16,162.05
11,156.85,128.34,28.51,0,139.35,276.2,227.09
12,179.76,150.95,28.81,0,153.7,279.07,186.37
Total,1805.18,1433.02,372.17,0,1453.42,2951.51,3574.62
