Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,154.21,124.14,30.07,0,173.19,294.79,31.26
2,154.6,121.95,32.65,0,189.63,284.76,57.16
3,151.43,120.18,31.25,0,172.59,283.52,67.58
4,133.98,102.1,31.88,0,160.27,251.69,148.38
5,126.62,97.16,29.46,0,157.02,244.76,77.7
6,150.69,116.33,34.36,0,172.68,237.76,116.55
7,151.48,118.05,33.42,0,165.49,228.2,91.02
8,135.1,104.72,30.38,0,155.33,225.76,105.52
9,129.38,99.17,30.22,0,151.62,209.29,97.32
10,143.74,108.51,35.23,0,164.15,216.03,131.25
11,134.67,103.31,31.36,0,169.12,231.46,53.27
12,153.47,120.83,32.64,0,172.45,246.47,47.02
Total,1719.37,1336.45,382.92,0,2003.54,2954.49,1024.03
