Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,124.56,109.61,14.94,0,132.27,294.79,31.26
2,133.6,116.99,16.61,0,140.86,284.76,57.16
3,125.17,108.54,16.62,0,133.51,283.52,67.58
4,91.54,74.74,16.8,0,110.11,251.69,148.38
5,105.51,87.92,17.59,0,129.04,244.76,77.7
6,100.18,83.78,16.4,0,114.62,237.76,116.55
7,97.12,80.59,16.52,0,115.13,228.2,91.02
8,97.11,81.33,15.78,0,109.55,225.76,105.52
9,105.65,88.86,16.79,0,111.91,209.29,97.32
10,111.96,92.88,19.08,0,114.71,216.03,131.25
11,109.26,92.88,16.38,0,126.92,231.46,53.27
12,130.08,112.73,17.35,0,133.75,246.47,47.02
Total,1331.74,1130.85,200.86,0,1472.38,2954.49,1024.03
