Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,185.27,166.73,18.55,0,152.18,294.79,31.26
2,178.88,160.84,18.04,0,155.01,284.76,57.16
3,163.71,147.57,16.15,0,143.7,283.52,67.58
4,152.2,135.44,16.77,0,130.71,251.69,148.38
5,163.27,145.59,17.68,0,139.92,244.76,77.7
6,130.38,115.99,14.39,0,119.73,237.76,116.55
7,147.18,130.76,16.42,0,130.67,228.2,91.02
8,129.22,115.05,14.17,0,114.73,225.76,105.52
9,135.38,119.73,15.65,0,119.76,209.29,97.32
10,155.29,138.33,16.96,0,126.72,216.03,131.25
11,151.22,136.48,14.74,0,126.67,231.46,53.27
12,159.89,143.55,16.34,0,139.18,246.47,47.02
Total,1851.89,1656.06,195.86,0,1598.98,2954.49,1024.03
