Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,144.87,128.79,16.08,0,135.72,294.79,31.26
2,137.15,121.11,16.04,0,137.6,284.76,57.16
3,126.61,111.89,14.72,0,126.8,283.52,67.58
4,117.32,99.73,17.59,0,113.43,251.69,148.38
5,149.77,129.35,20.42,0,144.82,244.76,77.7
6,117.18,100.46,16.72,0,114.84,237.76,116.55
7,135.88,116.62,19.26,0,129.79,228.2,91.02
8,119.37,102.37,17.0,0,114.18,225.76,105.52
9,117.82,101.03,16.8,0,113.21,209.29,97.32
10,106.74,90.35,16.39,0,102.62,216.03,131.25
11,132.97,115.83,17.14,0,129.29,231.46,53.27
12,133.23,116.83,16.4,0,132.25,246.47,47.02
Total,1538.91,1334.36,204.56,0,1494.55,2954.49,1024.03
