Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,114.11,104.85,9.26,0,104.65,294.79,31.26
2,111.77,102.83,8.94,0,99.64,284.76,57.16
3,98.03,89.62,8.41,0,92.66,283.52,67.58
4,80.27,69.86,10.41,0,73.54,251.69,148.38
5,84.19,75.6,8.59,0,81.19,244.76,77.7
6,86.49,76.68,9.81,0,76.46,237.76,116.55
7,80.24,70.8,9.44,0,78.09,228.2,91.02
8,84.24,74.48,9.76,0,76.2,225.76,105.52
9,82.84,73.59,9.25,0,72.84,209.29,97.32
10,84.51,73.74,10.77,0,71.55,216.03,131.25
11,90.74,81.58,9.16,0,86.75,231.46,53.27
12,105.74,96.13,9.61,0,95.47,246.47,47.02
Total,1103.17,989.76,113.41,0,1009.04,2954.49,1024.03
