Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,133.99,86.89,47.11,0,79.47,360.28,1023.06
2,160.09,119.84,40.25,0,125.9,359.84,524.4
3,129.9,91.54,38.36,0,98.61,317.65,825.12
4,133.05,91.93,41.12,0,94.55,329.84,628.02
5,106.57,67.09,39.48,0,72.78,246.61,802.0
6,96.9,58.46,38.44,0,61.84,265.55,652.57
7,107.54,61.5,46.04,0,64.72,275.59,890.85
8,168.95,133.94,35.01,0,131.71,336.99,392.96
9,184.12,150.27,33.85,0,150.64,384.96,348.41
10,179.93,151.14,28.79,0,153.24,392.29,268.17
11,211.09,179.5,31.6,0,171.1,342.28,213.84
12,172.33,141.98,30.35,0,146.24,419.11,367.95
Total,1784.46,1334.08,450.4,0,1350.8,4030.99,6937.35
