Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,83.08,56.15,26.93,0,54.62,360.28,1023.06
2,74.28,51.24,23.04,0,55.67,359.84,524.4
3,67.85,48.18,19.68,0,51.05,317.65,825.12
4,70.84,48.32,22.52,0,51.21,329.84,628.02
5,52.39,32.37,20.02,0,33.61,246.61,802.0
6,46.26,24.17,22.09,0,28.17,265.55,652.57
7,46.14,24.7,21.44,0,27.66,275.59,890.85
8,64.96,46.55,18.41,0,51.44,336.99,392.96
9,96.25,76.28,19.96,0,75.02,384.96,348.41
10,108.85,91.27,17.58,0,91.28,392.29,268.17
11,87.23,73.34,13.89,0,77.63,342.28,213.84
12,104.91,86.75,18.16,0,90.03,419.11,367.95
Total,903.04,659.32,243.72,0,687.39,4030.99,6937.35
