Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,92.1,53.24,38.86,0,67.0,360.28,1023.06
2,116.54,78.93,37.61,0,108.73,359.84,524.4
3,103.63,65.99,37.65,0,89.54,317.65,825.12
4,99.73,62.79,36.94,0,86.99,329.84,628.02
5,95.22,53.46,41.76,0,80.08,246.61,802.0
6,75.82,38.51,37.31,0,58.54,265.55,652.57
7,80.35,40.28,40.08,0,59.78,275.59,890.85
8,123.11,85.84,37.27,0,123.07,336.99,392.96
9,153.57,115.42,38.15,0,154.31,384.96,348.41
10,163.53,125.8,37.73,0,172.25,392.29,268.17
11,165.12,127.53,37.59,0,173.55,342.28,213.84
12,152.55,114.09,38.46,0,154.48,419.11,367.95
Total,1421.27,961.88,459.41,0,1328.32,4030.99,6937.35
