Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,76.77,45.34,31.44,0,49.77,360.28,1023.06
2,101.78,70.42,31.36,0,76.07,359.84,524.4
3,84.2,53.86,30.34,0,58.49,317.65,825.12
4,83.15,51.9,31.25,0,58.44,329.84,628.02
5,62.53,34.18,28.35,0,37.0,246.61,802.0
6,55.64,26.99,28.65,0,32.28,265.55,652.57
7,58.08,30.8,27.28,0,33.91,275.59,890.85
8,97.63,72.87,24.75,0,79.13,336.99,392.96
9,123.24,98.68,24.57,0,109.25,384.96,348.41
10,147.82,121.86,25.96,0,133.72,392.29,268.17
11,129.51,108.54,20.96,0,118.49,342.28,213.84
12,137.52,108.56,28.96,0,120.83,419.11,367.95
Total,1157.87,824.0,333.87,0,907.38,4030.99,6937.35
