Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,107.59,69.04,38.55,0,72.04,360.28,1023.06
2,111.43,79.68,31.75,0,85.48,359.84,524.4
3,92.32,63.61,28.71,0,69.61,317.65,825.12
4,88.58,58.87,29.71,0,64.55,329.84,628.02
5,77.4,46.53,30.86,0,49.45,246.61,802.0
6,68.15,33.31,34.85,0,38.96,265.55,652.57
7,67.14,34.79,32.35,0,39.06,275.59,890.85
8,103.29,77.64,25.65,0,80.39,336.99,392.96
9,127.72,101.2,26.52,0,109.11,384.96,348.41
10,135.25,111.31,23.94,0,122.79,392.29,268.17
11,132.43,110.69,21.74,0,119.66,342.28,213.84
12,129.01,104.35,24.66,0,116.84,419.11,367.95
Total,1240.31,891.02,349.29,0,967.94,4030.99,6937.35
