Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,59.47,41.35,18.12,0,54.44,360.28,1023.06
2,63.08,45.2,17.88,0,55.85,359.84,524.4
3,63.1,44.85,18.25,0,55.7,317.65,825.12
4,67.77,49.09,18.68,0,60.56,329.84,628.02
5,42.44,24.16,18.28,0,32.11,246.61,802.0
6,39.97,25.65,14.32,0,33.94,265.55,652.57
7,42.57,24.89,17.68,0,34.24,275.59,890.85
8,71.96,52.27,19.7,0,67.1,336.99,392.96
9,93.56,72.93,20.63,0,81.48,384.96,348.41
10,96.41,76.73,19.67,0,93.24,392.29,268.17
11,88.39,69.22,19.18,0,89.1,342.28,213.84
12,89.47,69.93,19.53,0,89.52,419.11,367.95
Total,818.19,596.27,221.92,0,747.28,4030.99,6937.35
