Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,100.11,62.24,37.87,0,62.14,360.28,1023.06
2,103.75,74.11,29.63,0,76.89,359.84,524.4
3,98.13,70.33,27.8,0,71.11,317.65,825.12
4,100.5,67.54,32.97,0,68.5,329.84,628.02
5,76.78,46.62,30.16,0,45.67,246.61,802.0
6,62.61,30.59,32.01,0,37.63,265.55,652.57
7,64.85,33.36,31.5,0,37.18,275.59,890.85
8,115.86,88.37,27.49,0,86.58,336.99,392.96
9,129.59,103.59,26.01,0,105.37,384.96,348.41
10,156.56,131.38,25.18,0,129.39,392.29,268.17
11,145.21,123.31,21.89,0,119.94,342.28,213.84
12,160.01,130.65,29.36,0,137.35,419.11,367.95
Total,1313.96,962.09,351.87,0,977.75,4030.99,6937.35
