Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,165.45,146.2,19.25,0,127.39,227.75,136.52
2,134.08,119.44,14.64,0,116.43,218.6,89.46
3,161.23,143.97,17.26,0,127.58,213.73,121.38
4,161.97,144.07,17.9,0,139.51,232.65,76.39
5,129.8,115.88,13.92,0,110.23,222.37,113.94
6,141.97,125.07,16.91,0,125.51,216.53,96.74
7,137.77,121.51,16.25,0,121.13,217.32,130.56
8,162.7,145.77,16.93,0,136.24,235.82,59.25
9,147.16,132.63,14.54,0,130.75,262.05,50.5
10,177.2,161.14,16.07,0,142.57,279.3,44.29
11,181.77,165.27,16.5,0,157.06,309.62,20.67
12,155.36,140.13,15.22,0,135.13,264.11,59.91
Total,1856.46,1661.08,195.39,0,1569.53,2899.85,999.61
