Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,122.35,103.13,19.22,0,106.89,227.75,136.52
2,124.39,106.82,17.57,0,119.31,218.6,89.46
3,106.4,90.11,16.3,0,102.98,213.73,121.38
4,134.19,115.91,18.28,0,129.75,232.65,76.39
5,111.9,95.59,16.31,0,108.77,222.37,113.94
6,125.34,107.38,17.95,0,120.51,216.53,96.74
7,102.9,87.07,15.82,0,99.08,217.32,130.56
8,121.8,106.51,15.29,0,119.0,235.82,59.25
9,135.8,119.49,16.31,0,135.88,262.05,50.5
10,147.9,130.34,17.56,0,147.6,279.3,44.29
11,156.85,139.72,17.12,0,158.79,309.62,20.67
12,136.05,119.24,16.81,0,136.06,264.11,59.91
Total,1525.87,1321.31,204.54,0,1484.62,2899.85,999.61
