Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,200.11,171.96,28.16,0,151.25,227.75,136.52
2,193.97,168.32,25.65,0,163.42,218.6,89.46
3,191.92,166.5,25.42,0,152.96,213.73,121.38
4,193.57,170.07,23.5,0,158.03,232.65,76.39
5,191.61,165.95,25.66,0,158.0,222.37,113.94
6,174.96,152.73,22.24,0,142.96,216.53,96.74
7,179.17,153.96,25.21,0,148.79,217.32,130.56
8,212.57,186.65,25.92,0,177.62,235.82,59.25
9,186.5,165.19,21.31,0,161.6,262.05,50.5
10,207.62,184.62,23.0,0,177.82,279.3,44.29
11,205.7,184.7,21.0,0,179.06,309.62,20.67
12,193.48,169.79,23.68,0,173.35,264.11,59.91
Total,2331.18,2040.44,290.75,0,1944.86,2899.85,999.61
