Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,126.27,106.11,20.17,0,117.44,227.75,136.52
2,127.25,108.45,18.81,0,122.15,218.6,89.46
3,119.41,100.43,18.98,0,112.69,213.73,121.38
4,122.47,104.91,17.56,0,119.29,232.65,76.39
5,118.99,100.9,18.09,0,115.15,222.37,113.94
6,121.17,103.03,18.14,0,113.91,216.53,96.74
7,109.17,91.11,18.06,0,104.22,217.32,130.56
8,124.97,108.43,16.54,0,123.35,235.82,59.25
9,129.94,113.22,16.72,0,127.99,262.05,50.5
10,128.44,113.58,14.86,0,128.36,279.3,44.29
11,160.1,141.33,18.77,0,163.33,309.62,20.67
12,140.36,122.11,18.25,0,136.56,264.11,59.91
Total,1528.54,1313.61,214.95,0,1484.44,2899.85,999.61
