Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,97.29,79.91,17.38,0,109.5,227.75,136.52
2,121.86,103.34,18.52,0,121.69,218.6,89.46
3,86.11,71.1,15.01,0,102.76,213.73,121.38
4,102.2,86.85,15.35,0,111.52,232.65,76.39
5,100.12,83.05,17.07,0,110.75,222.37,113.94
6,101.85,84.98,16.87,0,113.83,216.53,96.74
7,96.35,79.81,16.53,0,107.04,217.32,130.56
8,125.57,107.47,18.1,0,132.53,235.82,59.25
9,124.62,107.03,17.59,0,138.69,262.05,50.5
10,135.27,118.75,16.52,0,139.07,279.3,44.29
11,148.62,131.76,16.86,0,151.95,309.62,20.67
12,112.14,97.72,14.42,0,124.46,264.11,59.91
Total,1352.0,1151.77,200.22,0,1463.79,2899.85,999.61
