Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,88.88,76.88,12.0,0,72.44,227.75,136.52
2,92.01,82.27,9.74,0,76.78,218.6,89.46
3,78.21,68.01,10.2,0,68.96,213.73,121.38
4,87.01,78.44,8.56,0,78.91,232.65,76.39
5,80.32,70.86,9.46,0,70.48,222.37,113.94
6,79.23,70.54,8.69,0,70.06,216.53,96.74
7,72.52,62.69,9.82,0,64.27,217.32,130.56
8,93.57,85.5,8.07,0,80.98,235.82,59.25
9,109.39,101.31,8.09,0,90.95,262.05,50.5
10,105.37,97.67,7.7,0,95.02,279.3,44.29
11,124.94,116.83,8.11,0,110.3,309.62,20.67
12,89.47,81.85,7.62,0,86.27,264.11,59.91
Total,1100.92,992.85,108.06,0,965.42,2899.85,999.61
