Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,134.36,95.77,38.58,0,91.82,232.34,473.46
2,120.41,82.16,38.26,0,78.08,228.76,842.21
3,89.91,51.19,38.71,0,60.59,209.21,605.56
4,77.85,37.32,40.53,0,38.42,213.75,878.35
5,84.52,42.78,41.74,0,45.73,232.91,856.21
6,91.06,53.32,37.74,0,52.75,219.5,678.31
7,124.97,92.0,32.97,0,90.53,243.45,378.46
8,157.5,124.83,32.66,0,117.97,260.34,321.15
9,185.44,154.71,30.72,0,152.76,275.82,214.77
10,163.9,132.0,31.9,0,138.97,280.16,283.58
11,156.61,121.5,35.1,0,117.56,276.2,397.41
12,155.62,124.81,30.81,0,119.68,279.07,326.15
Total,1542.15,1112.39,429.72,0,1104.86,2951.51,6255.62
