Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,75.32,54.64,20.68,0,63.76,232.34,473.46
2,62.4,43.21,19.19,0,58.47,228.76,842.21
3,48.14,30.24,17.9,0,46.57,209.21,605.56
4,40.94,20.14,20.8,0,28.9,213.75,878.35
5,62.79,39.48,23.31,0,52.36,232.91,856.21
6,59.09,38.72,20.37,0,52.81,219.5,678.31
7,77.57,57.57,20.01,0,69.53,243.45,378.46
8,94.86,76.08,18.78,0,98.19,260.34,321.15
9,130.55,108.1,22.45,0,130.1,275.82,214.77
10,97.38,79.09,18.29,0,92.12,280.16,283.58
11,89.42,70.24,19.19,0,84.3,276.2,397.41
12,91.82,73.54,18.28,0,92.27,279.07,326.15
Total,930.28,691.05,239.25,0,869.38,2951.51,6255.62
