Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,46.78,25.07,21.7,0,25.47,232.34,473.46
2,35.41,18.56,16.85,0,20.08,228.76,842.21
3,32.96,13.93,19.03,0,14.35,209.21,605.56
4,28.83,8.74,20.09,0,9.24,213.75,878.35
5,30.61,7.98,22.63,0,8.48,232.91,856.21
6,28.13,8.19,19.93,0,8.85,219.5,678.31
7,48.03,30.71,17.31,0,27.7,243.45,378.46
8,50.0,32.59,17.41,0,32.19,260.34,321.15
9,74.15,59.67,14.48,0,59.02,275.82,214.77
10,66.09,49.93,16.17,0,50.75,280.16,283.58
11,66.69,48.59,18.1,0,47.49,276.2,397.41
12,65.63,48.85,16.78,0,46.52,279.07,326.15
Total,573.31,352.81,220.48,0,350.14,2951.51,6255.62
