Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,35.95,16.39,19.56,0,24.83,232.34,473.46
2,28.04,12.9,15.14,0,19.4,228.76,842.21
3,23.83,9.03,14.8,0,16.09,209.21,605.56
4,26.36,9.51,16.84,0,14.72,213.75,878.35
5,22.91,10.38,12.53,0,16.42,232.91,856.21
6,24.23,10.76,13.48,0,16.51,219.5,678.31
7,42.37,25.89,16.48,0,34.06,243.45,378.46
8,44.88,27.09,17.78,0,41.64,260.34,321.15
9,64.04,45.85,18.19,0,69.29,275.82,214.77
10,51.62,34.82,16.8,0,51.55,280.16,283.58
11,51.22,31.81,19.41,0,48.97,276.2,397.41
12,53.43,35.35,18.09,0,50.59,279.07,326.15
Total,468.88,269.78,199.1,0,404.07,2951.51,6255.62
