Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,82.71,51.87,30.85,0,53.58,232.34,473.46
2,56.49,32.76,23.73,0,37.22,228.76,842.21
3,57.76,28.38,29.38,0,32.02,209.21,605.56
4,47.73,16.84,30.89,0,19.31,213.75,878.35
5,44.21,12.26,31.95,0,14.59,232.91,856.21
6,56.47,25.54,30.93,0,26.32,219.5,678.31
7,89.92,61.5,28.42,0,65.95,243.45,378.46
8,96.6,71.72,24.89,0,79.08,260.34,321.15
9,111.32,89.63,21.69,0,98.98,275.82,214.77
10,104.81,81.84,22.97,0,91.77,280.16,283.58
11,93.44,68.17,25.27,0,75.66,276.2,397.41
12,104.36,79.05,25.31,0,86.56,279.07,326.15
Total,945.82,619.56,326.28,0,681.04,2951.51,6255.62
