Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,118.4,103.89,14.51,0,100.79,232.34,473.46
2,111.29,96.16,15.13,0,103.28,228.76,842.21
3,116.94,101.53,15.41,0,98.94,209.21,605.56
4,113.05,96.53,16.52,0,96.01,213.75,878.35
5,121.02,105.96,15.06,0,99.38,232.91,856.21
6,106.27,93.02,13.24,0,93.73,219.5,678.31
7,148.0,130.85,17.15,0,126.42,243.45,378.46
8,129.9,117.86,12.04,0,110.96,260.34,321.15
9,158.03,141.55,16.48,0,139.28,275.82,214.77
10,148.08,133.13,14.95,0,130.1,280.16,283.58
11,136.02,121.47,14.55,0,125.75,276.2,397.41
12,158.14,142.06,16.07,0,137.26,279.07,326.15
Total,1565.14,1384.01,181.11,0,1361.9,2951.51,6255.62
