Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,86.59,56.03,30.56,0,51.03,232.34,473.46
2,81.29,52.87,28.42,0,48.1,228.76,842.21
3,61.8,32.33,29.48,0,35.37,209.21,605.56
4,46.25,12.89,33.35,0,14.89,213.75,878.35
5,55.8,20.79,35.01,0,19.65,232.91,856.21
6,60.1,29.6,30.5,0,28.2,219.5,678.31
7,84.11,58.0,26.11,0,56.66,243.45,378.46
8,113.05,86.62,26.43,0,85.05,260.34,321.15
9,123.75,102.65,21.1,0,99.84,275.82,214.77
10,115.19,91.27,23.91,0,92.01,280.16,283.58
11,101.9,74.84,27.05,0,78.75,276.2,397.41
12,105.98,81.63,24.34,0,80.92,279.07,326.15
Total,1035.81,699.52,336.26,0,690.47,2951.51,6255.62
