Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,75.14,46.86,28.28,0,50.33,232.34,473.46
2,55.48,28.68,26.79,0,32.62,228.76,842.21
3,50.71,25.3,25.41,0,28.33,209.21,605.56
4,40.11,13.09,27.02,0,15.07,213.75,878.35
5,34.82,8.46,26.36,0,10.42,232.91,856.21
6,38.64,13.1,25.54,0,14.52,219.5,678.31
7,83.44,57.41,26.04,0,61.99,243.45,378.46
8,92.54,67.64,24.9,0,75.11,260.34,321.15
9,102.3,82.01,20.29,0,92.02,275.82,214.77
10,109.73,85.77,23.96,0,95.29,280.16,283.58
11,93.1,66.46,26.65,0,73.93,276.2,397.41
12,104.02,78.37,25.65,0,85.25,279.07,326.15
Total,880.03,573.15,306.89,0,634.88,2951.51,6255.62
