Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,157.26,139.28,17.98,0,126.19,258.78,517.8
2,146.37,129.68,16.69,0,126.8,300.73,783.05
3,129.1,113.76,15.34,0,111.63,234.1,601.36
4,125.7,108.01,17.69,0,106.87,238.69,868.48
5,127.93,110.85,17.08,0,113.22,245.2,977.84
6,125.05,110.36,14.68,0,108.44,234.18,567.66
7,166.84,152.03,14.81,0,140.91,355.08,327.63
8,232.03,215.68,16.35,0,212.97,678.23,324.17
9,204.34,186.45,17.9,0,181.58,426.82,157.0
10,210.2,192.16,18.04,0,202.86,551.51,298.87
11,199.24,183.36,15.89,0,190.47,536.72,427.22
12,188.16,172.71,15.45,0,180.65,503.75,377.6
Total,2012.22,1814.33,197.9,0,1802.59,4563.79,6228.68
