Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,48.32,28.63,19.68,0,32.41,258.78,517.8
2,51.0,32.08,18.92,0,38.26,300.73,783.05
3,26.13,11.73,14.4,0,18.91,234.1,601.36
4,22.8,10.36,12.45,0,14.34,238.69,868.48
5,27.56,13.84,13.73,0,16.63,245.2,977.84
6,31.79,15.62,16.16,0,19.08,234.18,567.66
7,62.7,45.04,17.66,0,54.4,355.08,327.63
8,127.63,106.35,21.28,0,133.62,678.23,324.17
9,113.12,96.13,17.0,0,113.56,426.82,157.0
10,102.78,82.53,20.24,0,114.74,551.51,298.87
11,100.58,78.99,21.6,0,101.99,536.72,427.22
12,86.45,66.67,19.79,0,92.56,503.75,377.6
Total,800.86,587.97,212.91,0,750.5,4563.79,6228.68
