Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,113.5,73.84,39.66,0,92.57,258.78,517.8
2,107.29,72.26,35.04,0,87.61,300.73,783.05
3,70.27,32.18,38.08,0,57.87,234.1,601.36
4,61.4,24.85,36.56,0,35.1,238.69,868.48
5,66.68,27.71,38.98,0,36.7,245.2,977.84
6,77.45,41.1,36.35,0,61.81,234.18,567.66
7,135.13,100.37,34.75,0,131.07,355.08,327.63
8,190.57,154.99,35.58,0,212.03,678.23,324.17
9,185.6,150.23,35.37,0,195.84,426.82,157.0
10,169.22,133.23,35.99,0,188.53,551.51,298.87
11,165.82,126.36,39.46,0,170.66,536.72,427.22
12,148.58,109.52,39.06,0,165.53,503.75,377.6
Total,1491.51,1046.64,444.88,0,1435.32,4563.79,6228.68
