Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,89.24,60.0,29.25,0,61.53,258.78,517.8
2,80.37,53.46,26.91,0,58.44,300.73,783.05
3,59.8,30.83,28.98,0,36.83,234.1,601.36
4,57.86,21.47,36.39,0,24.73,238.69,868.48
5,54.33,18.09,36.25,0,20.83,245.2,977.84
6,63.35,31.13,32.21,0,32.15,234.18,567.66
7,112.76,87.45,25.31,0,93.46,355.08,327.63
8,187.93,162.4,25.53,0,183.21,678.23,324.17
9,152.85,133.27,19.57,0,149.66,426.82,157.0
10,162.53,138.09,24.45,0,157.07,551.51,298.87
11,141.81,115.51,26.29,0,131.65,536.72,427.22
12,156.23,128.0,28.23,0,141.35,503.75,377.6
Total,1319.06,979.7,339.37,0,1090.91,4563.79,6228.68
