Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,55.94,34.94,21.0,0,34.19,258.78,517.8
2,59.4,39.86,19.54,0,36.16,300.73,783.05
3,31.81,14.25,17.56,0,15.36,234.1,601.36
4,32.02,13.39,18.63,0,12.25,238.69,868.48
5,34.56,14.53,20.04,0,13.29,245.2,977.84
6,34.98,12.89,22.1,0,12.0,234.18,567.66
7,84.45,65.93,18.52,0,60.57,355.08,327.63
8,149.4,133.16,16.24,0,134.77,678.23,324.17
9,129.54,116.53,13.0,0,112.76,426.82,157.0
10,125.93,108.43,17.5,0,117.01,551.51,298.87
11,107.2,87.3,19.91,0,99.31,536.72,427.22
12,101.13,83.38,17.75,0,91.87,503.75,377.6
Total,946.36,724.59,221.79,0,739.54,4563.79,6228.68
