Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,51.48,24.78,26.7,0,25.2,227.75,955.63
2,46.1,19.65,26.45,0,23.07,218.6,626.21
3,52.25,27.04,25.22,0,28.42,213.73,849.69
4,51.84,28.14,23.7,0,31.62,232.65,534.72
5,42.85,17.5,25.35,0,20.93,222.37,797.61
6,29.2,5.43,23.77,0,7.63,216.53,677.15
7,31.55,5.88,25.67,0,6.85,217.32,913.89
8,73.3,47.45,25.85,0,50.84,235.82,414.75
9,96.65,69.09,27.56,0,75.77,262.05,353.5
10,94.49,71.75,22.74,0,80.76,279.3,310.02
11,129.06,108.72,20.34,0,122.01,309.62,144.67
12,79.51,54.33,25.18,0,61.32,264.11,419.34
Total,778.28,479.76,298.53,0,534.42,2899.85,6997.18
