Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,75.27,33.91,41.37,0,49.7,227.75,955.63
2,56.42,21.93,34.49,0,42.72,218.6,626.21
3,89.27,50.14,39.13,0,64.85,213.73,849.69
4,81.63,44.42,37.21,0,66.6,232.65,534.72
5,74.89,37.95,36.94,0,58.06,222.37,797.61
6,52.24,17.21,35.03,0,36.03,216.53,677.15
7,47.83,13.46,34.37,0,24.13,217.32,913.89
8,94.64,56.64,38.0,0,92.95,235.82,414.75
9,113.23,76.21,37.02,0,113.17,262.05,353.5
10,110.62,77.05,33.56,0,117.41,279.3,310.02
11,162.26,127.7,34.56,0,171.94,309.62,144.67
12,97.49,61.47,36.02,0,98.47,264.11,419.34
Total,1055.79,618.09,437.7,0,936.03,2899.85,6997.18
