Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,67.38,33.95,33.43,0,34.42,227.75,955.63
2,46.83,18.32,28.5,0,22.24,218.6,626.21
3,59.93,34.22,25.71,0,35.31,213.73,849.69
4,65.46,36.81,28.64,0,41.96,232.65,534.72
5,62.3,32.32,29.98,0,35.25,222.37,797.61
6,43.37,12.71,30.66,0,16.9,216.53,677.15
7,51.36,18.41,32.95,0,20.5,217.32,913.89
8,75.66,48.88,26.78,0,50.36,235.82,414.75
9,97.3,70.53,26.77,0,76.94,262.05,353.5
10,104.75,79.61,25.14,0,88.06,279.3,310.02
11,142.31,121.05,21.27,0,133.45,309.62,144.67
12,83.7,57.63,26.08,0,68.32,264.11,419.34
Total,900.35,564.44,335.91,0,623.71,2899.85,6997.18
