Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,50.52,29.82,20.7,0,40.87,227.75,955.63
2,54.18,33.96,20.22,0,46.88,218.6,626.21
3,62.61,44.19,18.42,0,56.24,213.73,849.69
4,66.18,45.1,21.08,0,64.39,232.65,534.72
5,62.72,42.21,20.51,0,53.29,222.37,797.61
6,47.0,26.73,20.27,0,39.16,216.53,677.15
7,38.72,21.17,17.55,0,35.19,217.32,913.89
8,68.09,52.22,15.88,0,72.22,235.82,414.75
9,93.9,74.61,19.29,0,92.8,262.05,353.5
10,95.12,75.5,19.62,0,100.19,279.3,310.02
11,133.01,115.63,17.38,0,129.33,309.62,144.67
12,79.87,61.02,18.85,0,74.87,264.11,419.34
Total,851.92,622.16,229.77,0,805.43,2899.85,6997.18
