Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,33.85,14.21,19.64,0,15.13,227.75,955.63
2,28.4,8.97,19.43,0,10.19,218.6,626.21
3,33.49,16.21,17.28,0,14.97,213.73,849.69
4,45.03,25.71,19.32,0,25.14,232.65,534.72
5,30.0,11.06,18.95,0,14.29,222.37,797.61
6,24.61,7.65,16.96,0,8.77,216.53,677.15
7,28.0,9.58,18.42,0,10.15,217.32,913.89
8,50.94,30.67,20.27,0,28.8,235.82,414.75
9,44.91,27.19,17.73,0,26.77,262.05,353.5
10,68.02,50.0,18.02,0,46.15,279.3,310.02
11,98.21,86.77,11.44,0,81.38,309.62,144.67
12,48.23,29.27,18.97,0,33.24,264.11,419.34
Total,533.69,317.29,216.43,0,314.98,2899.85,6997.18
