Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,33.18,14.19,18.98,0,22.96,227.75,955.63
2,24.58,8.93,15.65,0,15.37,218.6,626.21
3,23.28,9.47,13.81,0,15.05,213.73,849.69
4,29.77,13.64,16.13,0,20.63,232.65,534.72
5,20.89,7.77,13.12,0,14.11,222.37,797.61
6,21.57,6.79,14.77,0,11.87,216.53,677.15
7,23.47,8.88,14.59,0,14.94,217.32,913.89
8,35.33,21.1,14.23,0,28.33,235.82,414.75
9,41.94,23.56,18.38,0,32.56,262.05,353.5
10,52.47,34.01,18.46,0,47.53,279.3,310.02
11,74.59,60.79,13.8,0,74.91,309.62,144.67
12,43.78,24.85,18.93,0,40.65,264.11,419.34
Total,424.85,233.98,190.85,0,338.91,2899.85,6997.18
