Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,127.58,109.61,17.97,0,120.39,232.34,67.64
2,105.66,89.07,16.6,0,102.23,228.76,120.32
3,111.41,95.45,15.97,0,107.46,209.21,86.51
4,104.19,87.19,17.0,0,98.86,213.75,125.48
5,123.46,104.18,19.28,0,115.84,232.91,122.32
6,130.37,110.58,19.79,0,125.4,219.5,96.9
7,134.48,116.64,17.84,0,131.67,243.45,54.07
8,135.86,118.85,17.02,0,136.34,260.34,45.88
9,143.78,126.58,17.21,0,143.29,275.82,30.68
10,130.55,115.48,15.07,0,131.94,280.16,40.51
11,145.98,126.33,19.65,0,140.3,276.2,56.77
12,141.68,124.32,17.36,0,143.02,279.07,46.59
Total,1535.0,1324.28,210.76,0,1496.74,2951.51,893.67
