Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,119.48,102.22,17.26,0,124.12,232.34,67.64
2,109.84,91.46,18.37,0,118.93,228.76,120.32
3,100.18,83.52,16.65,0,113.82,209.21,86.51
4,91.48,75.3,16.18,0,101.76,213.75,125.48
5,102.03,83.86,18.16,0,116.39,232.91,122.32
6,107.7,90.78,16.92,0,117.59,219.5,96.9
7,120.68,105.64,15.04,0,119.51,243.45,54.07
8,134.58,117.01,17.57,0,141.73,260.34,45.88
9,125.57,110.25,15.31,0,134.3,275.82,30.68
10,116.62,101.74,14.88,0,134.76,280.16,40.51
11,134.03,116.02,18.02,0,139.01,276.2,56.77
12,139.06,120.71,18.35,0,144.37,279.07,46.59
Total,1401.25,1198.51,202.71,0,1506.29,2951.51,893.67
