Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,159.84,127.44,32.4,0,167.0,232.34,67.64
2,147.04,112.88,34.16,0,165.3,228.76,120.32
3,150.76,117.99,32.77,0,161.54,209.21,86.51
4,142.25,108.24,34.01,0,163.93,213.75,125.48
5,132.07,101.16,30.91,0,154.27,232.91,122.32
6,130.45,99.99,30.46,0,157.85,219.5,96.9
7,157.08,125.63,31.45,0,175.83,243.45,54.07
8,144.3,114.18,30.12,0,168.22,260.34,45.88
9,171.8,139.26,32.54,0,189.9,275.82,30.68
10,163.62,132.27,31.36,0,183.1,280.16,40.51
11,154.97,121.66,33.31,0,190.18,276.2,56.77
12,149.42,118.75,30.67,0,180.2,279.07,46.59
Total,1803.6,1419.45,384.16,0,2057.32,2951.51,893.67
