Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,168.02,149.35,18.67,0,135.13,232.34,67.64
2,137.12,121.35,15.78,0,122.87,228.76,120.32
3,137.87,121.47,16.39,0,124.88,209.21,86.51
4,140.79,124.04,16.75,0,124.34,213.75,125.48
5,152.91,134.83,18.09,0,134.06,232.91,122.32
6,139.13,123.78,15.35,0,121.42,219.5,96.9
7,153.71,138.26,15.45,0,132.54,243.45,54.07
8,162.8,146.22,16.57,0,143.95,260.34,45.88
9,162.63,147.05,15.58,0,143.41,275.82,30.68
10,152.24,137.01,15.23,0,141.59,280.16,40.51
11,153.6,137.29,16.31,0,145.66,276.2,56.77
12,157.62,142.05,15.58,0,142.09,279.07,46.59
Total,1818.44,1622.7,195.75,0,1611.94,2951.51,893.67
