Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,71.17,56.51,14.67,0,80.71,232.34,67.64
2,58.6,43.98,14.62,0,73.91,228.76,120.32
3,57.52,43.6,13.93,0,71.84,209.21,86.51
4,62.02,47.91,14.11,0,67.66,213.75,125.48
5,56.25,43.21,13.04,0,65.57,232.91,122.32
6,62.02,47.84,14.17,0,72.67,219.5,96.9
7,71.91,57.51,14.4,0,85.04,243.45,54.07
8,76.2,62.32,13.88,0,89.29,260.34,45.88
9,83.87,70.08,13.79,0,99.16,275.82,30.68
10,93.54,77.92,15.62,0,100.37,280.16,40.51
11,87.18,72.9,14.28,0,94.76,276.2,56.77
12,77.54,64.03,13.52,0,94.9,279.07,46.59
Total,857.82,687.81,170.03,0,995.88,2951.51,893.67
