Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,161.77,125.64,36.13,0,235.81,490.28,31.31
2,165.33,128.56,36.77,0,259.0,606.17,60.59
3,157.62,121.6,36.03,0,234.53,520.41,65.73
4,141.53,106.23,35.3,0,179.7,312.8,146.15
5,153.78,117.51,36.26,0,208.98,382.64,74.91
6,123.57,88.52,35.05,0,176.23,260.65,117.87
7,118.93,84.87,34.06,0,159.3,175.47,89.72
8,123.88,91.19,32.69,0,151.18,193.69,114.57
9,141.52,107.78,33.74,0,167.34,189.8,93.22
10,113.35,82.08,31.26,0,141.66,222.8,127.26
11,168.98,131.79,37.18,0,207.37,287.05,56.14
12,168.6,132.3,36.31,0,239.66,504.98,49.77
Total,1738.86,1318.07,420.78,0,2360.76,4146.74,1027.24
