Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,190.84,173.18,17.66,0,195.41,490.28,31.31
2,220.21,199.18,21.03,0,226.36,606.17,60.59
3,178.16,161.79,16.37,0,185.29,520.41,65.73
4,119.52,102.29,17.22,0,117.07,312.8,146.15
5,147.33,131.52,15.81,1,148.04,382.64,74.91
6,137.1,116.45,20.65,0,130.65,260.65,117.87
7,97.41,81.51,15.9,0,94.56,175.47,89.72
8,115.69,97.32,18.37,0,107.2,193.69,114.57
9,114.71,96.76,17.94,0,110.1,189.8,93.22
10,118.59,99.31,19.28,0,112.58,222.8,127.26
11,147.87,129.87,18.0,0,147.38,287.05,56.14
12,184.89,167.75,17.14,0,192.59,504.98,49.77
Total,1772.32,1556.93,215.37,1,1767.23,4146.74,1027.24
