Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,115.11,105.17,9.93,0,152.47,490.28,31.31
2,118.63,109.24,9.38,0,173.9,606.17,60.59
3,108.23,97.8,10.42,0,153.94,520.41,65.73
4,78.22,65.25,12.96,0,92.11,312.8,146.15
5,92.47,83.23,9.25,0,112.99,382.64,74.91
6,71.77,60.76,11.01,0,80.06,260.65,117.87
7,71.44,59.84,11.59,0,72.17,175.47,89.72
8,69.38,58.39,10.98,0,67.84,193.69,114.57
9,64.76,54.82,9.94,0,66.99,189.8,93.22
10,70.59,59.68,10.91,0,71.03,222.8,127.26
11,81.51,73.27,8.25,0,93.81,287.05,56.14
12,107.57,98.0,9.57,0,153.23,504.98,49.77
Total,1049.68,925.45,124.19,0,1290.54,4146.74,1027.24
